리뷰일,앱이름,별점,사용자 리뷰,회사 응답
2024-03-04,피너츠,1.0,"기계를 바꿨는데 ""네이버로그인/본인인증/계정있음/로그인이동/네이버로그인""을 무한반복중임 로그인를 할수도, 문의할수도, 삭제도 할 수 없는 상황...","안녕하세요? 먼저 이용에 불편을 드려 죄송합니다. 네이버 로그인의 경우 네이버에서 인증용으로 회신주는 이메일 주소를 확인하여 아이디로 사용하고 있는데요, 네이버 정책 변경 등의 사유로 인증용 메일이 변경되는 경우 주로 그런 현상이 나타나게 됩니다. 네이버 설정에서 인증용 메일을 피너츠 아이디로 등록된 메일로 변경하시거나 finuts@ddasset.co.kr로 가입시 메일 또는 닉네임을 남겨주시어 회원 탈퇴 처리후 재가입하시면 정상적으로 이용가능하세요.
다시 한번 이용에 불편을 드려 죄송하다는 말씀 드립니다.
감사합니다."
2024-02-27,피너츠,1.0,메일첨부해서 보내드렸는데 아직도 안고쳐졌네요 첫실행시 상장일 공모가 나오는데 상장일 날짜가 짤려서 나옵니다 메일 보냈어요,"안녕하세요? 공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다.
이용에 불편을 드려 죄송합니다. 보내주신 메일은 확인하였으며 현재 개발팀에서 확인 중에 있습니다.
조치할 수 있도록 하겠습니다. 감사합니다."
2024-02-26,피너츠,1.0,알림 거부 해놓으니 앱실행할때마다 알림거부해놨다고 뜨는거보고 아..이앱은 알림무조건 키게 해서 광고푸쉬엄청 때리는 3류 찌라시 앱이구나. 라고 바로 느낌. 이거 보시는 분들은 일육공으로 넘어 오십쇼. 이거보다 훨 좋습니다,안녕하세요? 피너츠 공모주의 알림설정에 대한 요청은 기기의 알림설정이 익숙하지 않으신 회원님들께서 알림 미설정에 따른 푸시 미수신에 대해 확인 요청을 상당수 하셔서 알림설정 요청 설정한 것일 뿐 현재 피너츠 공모주에는 어떠한 광고도 없는 상태입니다. 오해 없으셨으면 좋겠습니다 ㅜㅜ. 알림설정은 마이 페이지에서 개인별로 설정하실 수 있습니다.
2024-02-01,피너츠,5.0,공모주 투자 하려면 필살기 입니다!!!!!,"공모주의 모든 것, 피너츠 공모주를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 최고의 어플이 될 수 있도록 항상 노력하겠습니다. 감사합니다. 2024년 새해 복 많이 받으세요~^^"
2024-01-30,피너츠,2.0,피너츠 공모주를 잘 깔고썻는데 기기를 바꿨습니다 네이버로 로그인하려하니 계정가입화면이나오고 본인인증하고나면 이미가입된계정이라뜨고요 카카오로 가입하려하니 네이버가 있다고해서 안되고.. 기기변경할때 로그인이 이상해지는 부분에대해 조치가 필요합니다..,"안녕하세요? 공모주의 모든 것, 피너츠 공모주를 이용해주셔서 감사합니다. 우선, 이용에 불편을 드려 죄송합니다. 피너츠 공모주는 탈퇴 후 재가입시 약 1영업일이 소요되는데요 해당기간 미경과시 말씀주신 현상이 발생될 수 있습니다. 보다 편리하게 이용할 수 있도록 방식을 개선할 수 있도록 하겠습니다. 감사합니다."
2024-01-30,피너츠,3.0,설치를 몇번 다시해도 계속해서 업데이트하라고 뜨네요. 확인바랍니다.,"안녕하세요? 공모주의 모든 것, 피너츠 공모주에 관심을 가져주셔 감사합니다. 우선 이용에 불편을 드려 죄송한 말씀을 드립니다. 업데이트 팝업이 지속해서 뜰 때는 안드로이드 측와 저희 측의 앱버전 처리 차이가 생겨 그런 것이었는데요, 06시30분부로 조치를 하여 현재는 정상동작되세요. 같은 현상이 반복되지 않도록 더욱 주의 하겠습니다. 감사합니다."
2024-01-16,피너츠,1.0,네이버로 로그인하기가 안됩니다. 확인부탁드려요,"안녕하세요? 공모주의 모든 것, 피너츠 공모주에 관심을 가져주셔 감사합니다.
우선 이용에 불편을 드려 죄송한 말씀을 드립니다. 저희 측에서 네이버 로그인 테스트를 진행할 땐 큰 특이사항이 발생되지 않아서 문제를 파악하기 어려운 부분이 있는데요, 번거로우시겠지만 문제가 발생된 부분은 finuts@ddasset.co.kr 로 보내주시면 빠른 시일내 조치할 수 있도록 하겠습니다. 감사합니다."
2024-01-10,피너츠,5.0,공모주 분석하긴 최고네요.,"공모주의 모든 것, 피너츠 공모주를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 최고의 어플이 될 수 있도록 항상 노력하겠습니다. 감사합니다. 2024년 새해 복 많이 받으세요~^^"
2024-01-10,피너츠,5.0,검나좋음,"공모주의 모든 것, 피너츠 공모주를 이용해주셔서 감사합니다. 좋다고 해주시니 저희도 넘나 좋습니다^^
공모주 투자자에게 도움이 되는 어플이 될 수 있도록 하겠습니다. 감사합니다.
2024년 새해 복 많이 받으세요~^^"
2024-01-10,피너츠,5.0,아주 좋아요!!,"공모주의 모든 것, 피너츠 공모주를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 하겠습니다. 감사합니다.
2024년 새해 복 많이 받으세요~^^"
2023-12-13,피너츠,1.0,알람 설정을 강제합니다. 오프해놨더니만 킬때마다 알람 설정으로 넘어가서 설정하라고 하네요 ㅡㅡ,"안녕하세요?
사용자 건의사항으로 피너츠 공모주의 푸시 알림 기능을 원활한 사용을 위해 현재는 알림설정 허용을 요청하고 있습니다. 알림설정 오프 상태에서 앱 알림설정만 확인하고 알림기능이 작동하지 않는다는 건의가 많았어가지구요;;; 현재 앱구동시마다 알림설정을 확인토록 하고 있습니다.
푸시 알림을 원치 않으시는 경우 마이&gt;알림설정에서 알림 기능을 해지하시는 쪽을 권장드리며, 이후 버전에서는 최초 설치시에만 확인하는 방향으로 개선할 예정입니다.
의도치 않게 이용에 불편을 드려 죄송합니다. 보다 편리하게 이용하실 수 있도록 노력하겠습니다.
감사합니다."
2023-11-22,피너츠,3.0,처음인데 잘사용해볼께요 상장일 유통가능금액 표시해주면좋은것같습니다,"공모주의 모든 것, 피너츠 공모주를 이용해주셔서 감사합니다. 저희는 유통가능금액 대신 유통비율을 표기하고 있는데요, 유통가능금액 표기에 대해 검토할 수 있도록 하겠습니다. 의견 감사합니다. 앞으로도 많은 관심과 애정 부탁드립니다^^"
2023-11-14,피너츠,5.0,와 갓어플이 드디어 나왔네요. 저도 같이 어플 보완해가고싶어요. 멋져요,"공모주의 모든 것, 피너츠 공모주를 이용해주셔서 감사합니다. 보다 멋진 어플, 보다 도움이 되는 어플이 될 수 있도록 힘내겠습니다. 감사합니다~!! 좋은 하루 되세요~^^"
2023-11-06,피너츠,5.0,좋아요,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다.
공모주 투자자에게 도움이 되는 멋진 공모주 어플이 되겠습니다~!! 좋은 하루 되세요~^^"
2023-10-26,피너츠,5.0,우선 일정보기가 매우 편합니다. 그리고 주간사가 여러개인 경우 주간사 별로 실시간 경쟁률을 쉽게 확인할수 있습니다. 망하지 않고 오래도록 서비스 했음 좋겠어요!,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 오래토록 공모주 투자자에게 도움이 되는 어플이 되겠습니다~ 감사합니다~!!"
2023-10-25,피너츠,5.0,일정관리가 너무 편해요 정말 좋아요😀,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 되겠습니다~ 행복한 하루 되세요~^^"
2023-10-20,피너츠,5.0,땅콩? 좋아요!,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자의 힘이 되는 땅콩이 되겠습니다.ㅎㅎ
좋은 하루 되세요~^^"
2023-10-13,피너츠,5.0,잘 사용하고 있어요. 감사합니다,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 진짜 도움이 되는 어플이 되겠습니다~ 감사합니다."
2023-10-06,피너츠,5.0,좋은 정보들이 많네요.,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 필수 어플이 될 수 있도록 보다 고민하고 노력하겠습니다~ 감사합니다."
2023-09-30,피너츠,5.0,몇개만 보고 판단할 수 있어 좋아요,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 되겠습니다~ 감사합니다."
2023-09-30,피너츠,5.0,쉽고 편리하게 되있어서 이번 두산로보 배정 잘받았어요. 고맙습니다.,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 피너츠가 도움이 되었다니 너무 기쁩니다. 보다 도움이 되는 어플이 되겠습니다~ 감사합니다."
2023-09-22,피너츠,5.0,완전 좋아요! 짱짱,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 완전 도움이 되는 어플이 되겠습니다!! 공모주 투자로 짱짱 수익 거두세요~ 감사합니다."
2023-09-22,피너츠,5.0,앱이 깔끔하고 편리하네요. 도움이 많이 되네요! 잘 쓰겠습니다.,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자의 수고를 덜어주는 어플, 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 항상 노력하겠습니다. 많은 응원 부탁드립니다~"
2023-08-18,피너츠,5.0,다양한 공모주 관련 정보를 많아서 좋아요,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자의 수고를 덜어주는 어플, 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 항상 노력하겠습니다. 많은 응원 부탁드립니다~"
2023-08-16,피너츠,5.0,좋은데 질문이 있습니다 아침마다 오는 알림카톡 안받는 방법없을지요?,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다.
[하단메뉴) 마이 &gt; 알림설정 &gt; 카카오알림톡 : 설정 해제] 하시면 알림카톡을 받지 않으실 수 있습니다.
공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다."
2023-08-15,피너츠,1.0,삭제했는데도 알림이 계속 뜨면 어떡해요,"공모주의 모든 것, 피너츠 공모주 입니다. 앱 삭제시 푸시 알림은 제공되지 않으며 카카오알림톡의 경우 최근 2주간 로그인 기록이 없으면 발송되지 않습니다. 회원탈퇴가 아닌 단순 앱삭제는 저희쪽에서 확인할 수 없는 부분이라 당장 조치해드리지 못하는 점 양해 부탁드립니다. 감사합니다."
2023-08-05,피너츠,5.0,너무 편하게 되어 있어서 좋아요.,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다.
공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다.
감사합니다."
2023-08-04,피너츠,5.0,편해요. 깔끔하고,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 보다 더 편리하고 깔끔한 모습으로 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다."
2023-07-29,피너츠,5.0,추천 받아설치했는데 괜찮네요 잘쓰겠습니다,"공모주의 모든 것, 피너츠를 이용해 주셔서 감사합니다. 공모주 투자자들이 최고로 꼽는 공모주 투자정보 앱이 될 수 있도록 항상 연구하고 노력하겠습니다. 성투하세요~^^"
2023-07-25,피너츠,5.0,"공모주 스케줄, 경쟁률 깔끔한 ui로 파악할수 있는게 강점이에요!","공모주의 모든 것, 피너츠를 이용해 주셔서 감사합니다. 강점은 더욱 강하게, 약점은 보완하는 피너츠가 되겠습니다. 즐거운 하루 되세요~^^"
2023-07-24,피너츠,5.0,아주 유용한 앱 정보가 한눈에 들어옵니다,"공모주의 모든 것, 피너츠를 이용해 주셔서 감사합니다. 공모주 투자자가 즐겨 찾는 최고의 공모주 투자정보 앱이 되겠습니다. 즐거운 하루 되세요~^^"
2023-07-21,피너츠,5.0,공모주 처음하는데 별점이 있어서 판단하기 편하네요 ㅎㅎ 계속 공모주 해봐야겠어요!,"공모주의 모든 것, 피너츠를 이용해 주셔서 감사합니다. 사용자에게 실질적 도움이 되는 공모투 투자정보 앱이 될 수 있도록 최선을 다하는 피너츠가 되겠습니다. 감사합니다. 성투하세요~!!^^"
2023-07-21,피너츠,5.0,편리하고 괜찮은듯!,"공모주의 모든 것, 피너츠를 이용해 주셔서 감사합니다. 보다 편리하고 보다 나은 공모주 투자정보 앱이 될 수 있도록 노력하겠습니다, 좋은 하루 되세요^^"
2023-07-21,피너츠,5.0,와~없는게 없네요! 사용하기 꽤 편하고 잘만든거 같습니다.,"공모주의 모든 것, 피너츠를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 공모주 투자정보 앱이 될 수 있도록 오늘도 힘내겠습니다. 감사합니다~!!"
2023-07-20,피너츠,5.0,기대가 됩니다,"공모주의 모든 것, 피너츠를 이용해 주셔서 감사합니다. 기대에 부응할 수 있도록 노력하겠습니다!!"
2023-07-19,피너츠,5.0,캘린더 형식이라 편리합니다.~~ 공모주 대박 !!,"공모주의 모든 것, 피너츠를 이용해주셔서 감사합니다. 사용자에게 보다 도움이 되는 공모주 투자 정보 앱이 될 수 있도록 열심히 하겠습니다. 많은 응원 부탁드려요."
2023-07-18,피너츠,5.0,카톡 일정알람이 와서 좋습니다. 그리고 캘린더가 깔끔해요. 실시간 경쟁률을 보여주고 있고 배정계산기가 있어서 편리하네요. 투자별점은 투자에 도움이 많이 됩니다. 추가했음 하는것은증권사별 배정수량과 공모금액도 알려주시면 좋겠네요. 잘 쓰겠습니다. 감사합니다.,"공모주의 모든 것, 피너츠를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 피너츠에 제안하고 싶은 사항, 문의 사항이 있으시면 finuts@ddasset.co.kr 로 언제든 편하게 말씀 부탁드려요. 피너츠를 이용해주셔서 감사합니다."
